Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Matches
906,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,27,1998,22.2,,,,,,,,,,,,,,,,,,,,,Matches
907,Nicolas Fonseca,uy URU,MF,Oviedo,es La Liga,26,1998,11.3,,,,,,,,,,,,,,,,,,,,,Matches
908,Álex Forés,es ESP,FW,Oviedo,es La Liga,24,2001,4.0,,,,,,,,,,,,,,,,,,,,,Matches
909,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,29,1996,31.6,,,,,,,,,,,,,,,,,,,,,Matches
910,Héctor Fort,es ESP,"DF,MF",Elche,es La Liga,18,2006,5.4,,,,,,,,,,,,,,,,,,,,,Matches
911,Niccolò Fortini,it ITA,MF,Fiorentina,it Serie A,19,2006,6.0,,,,,,,,,,,,,,,,,,,,,Matches
912,Fortuño,es ESP,GK,Espanyol,es La Liga,23,2001,1.0,,,,,,,,,,,,,,,,,,,,,Matches
913,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,24,2000,15.2,,,,,,,,,,,,,,,,,,,,,Matches
914,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32,1993,12.8,,,,,,,,,,,,,,,,,,,,,Matches
915,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27,1998,10.4,,,,,,,,,,,,,,,,,,,,,Matches
916,Alejandro Francés,es ESP,DF,Girona,es La Liga,22,2002,12.4,,,,,,,,,,,,,,,,,,,,,Matches
917,Christian Frangella,it ITA,MF,Sassuolo,it Serie A,18,2006,0.0,,,,,,,,,,,,,,,,,,,,,Matches
918,Przemysław Frankowski,pl POL,"MF,DF",Rennes,fr Ligue 1,30,1995,13.4,,,,,,,,,,,,,,,,,,,,,Matches
919,Davide Frattesi,it ITA,MF,Inter,it Serie A,25,1999,6.3,,,,,,,,,,,,,,,,,,,,,Matches
920,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,21,2003,0.5,,,,,,,,,,,,,,,,,,,,,Matches
921,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,20,2005,0.0,,,,,,,,,,,,,,,,,,,,,Matches
922,Alex Freeman,us USA,DF,Villarreal,es La Liga,20,2004,3.8,,,,,,,,,,,,,,,,,,,,,Matches
923,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24,2001,34.2,,,,,,,,,,,,,,,,,,,,,Matches
924,Martin Frese,dk DEN,"MF,DF",Hellas Verona,it Serie A,27,1998,26.8,,,,,,,,,,,,,,,,,,,,,Matches
925,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33,1992,24.6,,,,,,,,,,,,,,,,,,,,,Matches
926,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27,1998,28.3,,,,,,,,,,,,,,,,,,,,,Matches
927,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29,1995,1.7,,,,,,,,,,,,,,,,,,,,,Matches
928,Jeremie Frimpong,nl NED,"DF,MF",Liverpool,eng Premier League,24,2000,11.6,,,,,,,,,,,,,,,,,,,,,Matches
929,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28,1997,27.4,,,,,,,,,,,,,,,,,,,,,Matches
930,Chris Führich,de GER,MF,Stuttgart,de Bundesliga,27,1998,18.9,,,,,,,,,,,,,,,,,,,,,Matches
931,Joel Fujita,jp JPN,MF,St Pauli,de Bundesliga,23,2002,29.6,,,,,,,,,,,,,,,,,,,,,Matches
932,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32,1993,4.5,,,,,,,,,,,,,,,,,,,,,Matches
933,Niclas Füllkrug,de GER,FW,Milan,it Serie A,32,1993,7.3,,,,,,,,,,,,,,,,,,,,,Matches
934,Alessio Furlanetto,it ITA,GK,Lazio,it Serie A,23,2002,2.0,,,,,,,,,,,,,,,,,,,,,Matches
935,Kaye Furo,be BEL,FW,Brentford,eng Premier League,18,2007,0.0,,,,,,,,,,,,,,,,,,,,,Matches
936,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25,1999,28.1,,,,,,,,,,,,,,,,,,,,,Matches
937,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20,2004,35.8,,,,,,,,,,,,,,,,,,,,,Matches
938,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25,2000,21.2,,,,,,,,,,,,,,,,,,,,,Matches
939,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31,1994,25.2,,,,,,,,,,,,,,,,,,,,,Matches
940,Cody Gakpo,nl NED,"MF,FW",Liverpool,eng Premier League,26,1999,30.4,,,,,,,,,,,,,,,,,,,,,Matches
941,Javi Galán,es ESP,DF,Osasuna,es La Liga,30,1994,18.6,,,,,,,,,,,,,,,,,,,,,Matches
942,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30,1994,1.5,,,,,,,,,,,,,,,,,,,,,Matches
943,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,31,1993,24.5,,,,,,,,,,,,,,,,,,,,,Matches
944,Conor Gallagher,eng ENG,MF,Tottenham,eng Premier League,25,2000,13.2,,,,,,,,,,,,,,,,,,,,,Matches
945,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25,2000,7.5,,,,,,,,,,,,,,,,,,,,,Matches
946,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25,2000,34.0,,,,,,,,,,,,,,,,,,,,,Matches
947,Ignatius Ganago,cm CMR,FW,Nantes,fr Ligue 1,26,1999,9.3,,,,,,,,,,,,,,,,,,,,,Matches
948,Omri Gandelman,il ISR,"MF,FW",Lecce,it Serie A,25,2000,10.8,,,,,,,,,,,,,,,,,,,,,Matches
949,Ismaëlo Ganiou,fr FRA,DF,Lens,fr Ligue 1,20,2005,22.4,,,,,,,,,,,,,,,,,,,,,Matches
950,Ben Gannon-Doak,sct SCO,MF,Bournemouth,eng Premier League,19,2005,1.3,,,,,,,,,,,,,,,,,,,,,Matches
951,Facundo Garcés,my MAS,DF,Alavés,es La Liga,25,1999,8.8,,,,,,,,,,,,,,,,,,,,,Matches
952,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28,1997,29.6,,,,,,,,,,,,,,,,,,,,,Matches
953,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,32,1992,23.3,,,,,,,,,,,,,,,,,,,,,Matches
954,Andrés García,es ESP,DF,Aston Villa,eng Premier League,22,2003,1.0,,,,,,,,,,,,,,,,,,,,,Matches
955,Eder García,es ESP,FW,Athletic Club,es La Liga,21,2004,0.4,,,,,,,,,,,,,,,,,,,,,Matches
956,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,24,2001,30.2,,,,,,,,,,,,,,,,,,,,,Matches
957,Fran Garcia,es ESP,"DF,MF",Real Madrid,es La Liga,25,1999,10.3,,,,,,,,,,,,,,,,,,,,,Matches
958,Gonzalo García,es ESP,FW,Real Madrid,es La Liga,21,2004,10.7,,,,,,,,,,,,,,,,,,,,,Matches
959,Hugo García,es ESP,MF,Celta Vigo,es La Liga,18,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
960,Joan García,es ESP,GK,Barcelona,es La Liga,24,2001,30.0,,,,,,,,,,,,,,,,,,,,,Matches
961,Pablo Garcia,es ESP,MF,Real Betis,es La Liga,19,2006,4.3,,,,,,,,,,,,,,,,,,,,,Matches
962,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,32,1993,24.8,,,,,,,,,,,,,,,,,,,,,Matches
963,Ulisses Garcia,ch SUI,"MF,DF",Marseille,fr Ligue 1,29,1996,2.3,,,,,,,,,,,,,,,,,,,,,Matches
964,Ulisses Garcia,ch SUI,DF,Sassuolo,it Serie A,29,1996,10.5,,,,,,,,,,,,,,,,,,,,,Matches
965,Víctor García,es ESP,"MF,FW",Levante,es La Liga,27,1997,11.6,,,,,,,,,,,,,,,,,,,,,Matches
966,Alejandro Garnacho,ar ARG,MF,Chelsea,eng Premier League,21,2004,14.1,,,,,,,,,,,,,,,,,,,,,Matches
967,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24,2001,37.9,,,,,,,,,,,,,,,,,,,,,Matches
968,Erawan Garnier,th THA,DF,Lens,fr Ligue 1,19,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
969,Federico Gatti,it ITA,DF,Juventus,it Serie A,27,1998,12.1,,,,,,,,,,,,,,,,,,,,,Matches
970,Federico Gattoni,ar ARG,DF,Sevilla,es La Liga,26,1999,0.1,,,,,,,,,,,,,,,,,,,,,Matches
971,Gavi,es ESP,MF,Barcelona,es La Liga,20,2004,6.4,,,,,,,,,,,,,,,,,,,,,Matches
972,Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,25,2000,0.3,,,,,,,,,,,,,,,,,,,,,Matches
973,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33,1992,34.5,,,,,,,,,,,,,,,,,,,,,Matches
974,Jean-Philippe Gbamin,ci CIV,"DF,MF",Metz,fr Ligue 1,29,1995,27.6,,,,,,,,,,,,,,,,,,,,,Matches
975,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,2001,28.9,,,,,,,,,,,,,,,,,,,,,Matches
976,David de Gea,es ESP,GK,Fiorentina,it Serie A,34,1990,37.0,,,,,,,,,,,,,,,,,,,,,Matches
977,Lutsharel Geertruida,nl NED,"DF,MF",Sunderland,eng Premier League,25,2000,18.8,,,,,,,,,,,,,,,,,,,,,Matches
978,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,25,2000,0.7,,,,,,,,,,,,,,,,,,,,,Matches
979,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19,2006,1.6,,,,,,,,,,,,,,,,,,,,,Matches
980,Tyrique George,eng ENG,MF,Everton,eng Premier League,19,2006,2.4,,,,,,,,,,,,,,,,,,,,,Matches
981,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,31,1994,11.9,,,,,,,,,,,,,,,,,,,,,Matches
982,Willem Geubbels,fr FRA,FW,Paris FC,fr Ligue 1,23,2001,11.3,,,,,,,,,,,,,,,,,,,,,Matches
983,Ismaël Gharbi,tn TUN,MF,Augsburg,de Bundesliga,21,2004,1.0,,,,,,,,,,,,,,,,,,,,,Matches
984,Mourad El Ghezouani,ma MAR,FW,Elche,es La Liga,27,1998,0.6,,,,,,,,,,,,,,,,,,,,,Matches
985,Rachid Ghezzal,dz ALG,"MF,FW",Lyon,fr Ligue 1,33,1992,2.5,,,,,,,,,,,,,,,,,,,,,Matches
986,Daniele Ghilardi,it ITA,DF,Roma,it Serie A,22,2003,12.2,,,,,,,,,,,,,,,,,,,,,Matches
987,Andrea Ghion,it ITA,MF,Sassuolo,it Serie A,25,2000,0.1,,,,,,,,,,,,,,,,,,,,,Matches
988,Dimitris Giannoulis,gr GRE,MF,Augsburg,de Bundesliga,29,1995,21.0,,,,,,,,,,,,,,,,,,,,,Matches
989,Morgan Gibbs-White,eng ENG,MF,Nottingham,eng Premier League,25,2000,34.4,,,,,,,,,,,,,,,,,,,,,Matches
990,Bryan Gil,es ESP,"MF,FW",Girona,es La Liga,24,2001,17.5,,,,,,,,,,,,,,,,,,,,,Matches
991,Mario Gila,es ESP,DF,Lazio,it Serie A,24,2000,27.5,,,,,,,,,,,,,,,,,,,,,Matches
992,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,24,2001,8.9,,,,,,,,,,,,,,,,,,,,,Matches
993,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,28,1997,16.0,,,,,,,,,,,,,,,,,,,,,Matches
994,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24,2001,9.9,,,,,,,,,,,,,,,,,,,,,Matches
995,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,21,2004,19.5,,,,,,,,,,,,,,,,,,,,,Matches
996,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31,1994,31.5,,,,,,,,,,,,,,,,,,,,,Matches
997,Giovane,br BRA,"FW,MF",Hellas Verona,it Serie A,21,2003,17.0,,,,,,,,,,,,,,,,,,,,,Matches
998,Giovane,br BRA,"MF,FW",Napoli,it Serie A,21,2003,3.8,,,,,,,,,,,,,,,,,,,,,Matches
999,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,38,1986,17.9,,,,,,,,,,,,,,,,,,,,,Matches
1000,Jamie Gittens,eng ENG,MF,Chelsea,eng Premier League,20,2004,5.5,,,,,,,,,,,,,,,,,,,,,Matches
1001,Robert Glatzel,de GER,FW,Hamburger SV,de Bundesliga,31,1994,6.8,,,,,,,,,,,,,,,,,,,,,Matches
1002,Serge Gnabry,de GER,MF,Bayern Munich,de Bundesliga,30,1995,13.5,,,,,,,,,,,,,,,,,,,,,Matches
1003,Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,21,2003,6.0,,,,,,,,,,,,,,,,,,,,,Matches
1004,Giorgi Gocholeishvili,ge GEO,MF,Hamburger SV,de Bundesliga,24,2001,10.4,,,,,,,,,,,,,,,,,,,,,Matches
1005,Martial Godo,ci CIV,MF,Strasbourg,fr Ligue 1,22,2003,17.6,,,,,,,,,,,,,,,,,,,,,Matches
1006,Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,17,2008,0.4,,,,,,,,,,,,,,,,,,,,,Matches
1007,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21,2004,4.7,,,,,,,,,,,,,,,,,,,,,Matches
1008,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31,1993,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1009,Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,29,1996,18.3,,,,,,,,,,,,,,,,,,,,,Matches
1010,André Gomes,pt POR,MF,Lille,fr Ligue 1,32,1993,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1011,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,24,2000,9.9,,,,,,,,,,,,,,,,,,,,,Matches
1012,Angel Gomes,eng ENG,"MF,FW",Wolves,eng Premier League,24,2000,5.1,,,,,,,,,,,,,,,,,,,,,Matches
1013,João Gomes,br BRA,MF,Wolves,eng Premier League,24,2001,31.4,,,,,,,,,,,,,,,,,,,,,Matches
1014,Rodrigo Gomes,pt POR,"MF,FW",Wolves,eng Premier League,22,2003,10.7,,,,,,,,,,,,,,,,,,,,,Matches
1015,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26,1999,15.8,,,,,,,,,,,,,,,,,,,,,Matches
1016,Diego Gómez,py PAR,"MF,FW",Brighton,eng Premier League,22,2003,23.6,,,,,,,,,,,,,,,,,,,,,Matches
1017,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28,1997,6.7,,,,,,,,,,,,,,,,,,,,,Matches
1018,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31,1994,13.3,,,,,,,,,,,,,,,,,,,,,Matches
1019,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,24,2000,30.0,,,,,,,,,,,,,,,,,,,,,Matches
1020,Unai Gómez,es ESP,MF,Athletic Club,es La Liga,22,2003,10.4,,,,,,,,,,,,,,,,,,,,,Matches
1021,Valentín Gómez,ar ARG,DF,Real Betis,es La Liga,22,2003,20.9,,,,,,,,,,,,,,,,,,,,,Matches
1022,Georges Gomis,sn SEN,DF,Le Havre,fr Ligue 1,17,2008,0.0,,,,,,,,,,,,,,,,,,,,,Matches
1023,Tidiam Gomis,fr FRA,FW,RB Leipzig,de Bundesliga,18,2006,3.9,,,,,,,,,,,,,,,,,,,,,Matches
1024,Rafael Gonçalves,pt POR,"MF,DF",Strasbourg,fr Ligue 1,20,2005,6.5,,,,,,,,,,,,,,,,,,,,,Matches
1025,Hugo González,es ESP,FW,Celta Vigo,es La Liga,22,2003,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1026,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23,2002,17.4,,,,,,,,,,,,,,,,,,,,,Matches
1027,Nicolás González,ar ARG,"MF,DF",Atlético Madrid,es La Liga,27,1998,16.1,,,,,,,,,,,,,,,,,,,,,Matches
1028,Nicolás González,ar ARG,"FW,MF",Juventus,it Serie A,27,1998,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1029,Urko González,es ESP,MF,Espanyol,es La Liga,24,2001,29.1,,,,,,,,,,,,,,,,,,,,,Matches
1030,Urko González,es ESP,"DF,MF",Real Sociedad,es La Liga,24,2001,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1031,Anthony Gordon,eng ENG,FW,Newcastle,eng Premier League,24,2001,19.9,,,,,,,,,,,,,,,,,,,,,Matches
1032,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30,1995,21.6,,,,,,,,,,,,,,,,,,,,,Matches
1033,Mathieu Gorgelin,fr FRA,GK,Lens,fr Ligue 1,34,1990,1.0,,,,,,,,,,,,,,,,,,,,,Matches
1034,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,28,1996,15.1,,,,,,,,,,,,,,,,,,,,,Matches
1035,Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,23,2002,24.6,,,,,,,,,,,,,,,,,,,,,Matches
1036,Olaf Gorter,nl NED,MF,Lecce,it Serie A,20,2005,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1037,Alimami Gory,ml MLI,"MF,DF",Paris FC,fr Ligue 1,28,1996,10.9,,,,,,,,,,,,,,,,,,,,,Matches
1038,Robin Gosens,de GER,"DF,MF",Fiorentina,it Serie A,31,1994,20.9,,,,,,,,,,,,,,,,,,,,,Matches
1039,Mikel Goti,es ESP,MF,Real Sociedad,es La Liga,23,2002,0.8,,,,,,,,,,,,,,,,,,,,,Matches
1040,Mario Götze,de GER,MF,Frankfurt,de Bundesliga,33,1992,9.8,,,,,,,,,,,,,,,,,,,,,Matches
1041,Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,25,2000,14.7,,,,,,,,,,,,,,,,,,,,,Matches
1042,Lucas Gourna-Douath,fr FRA,MF,Le Havre,fr Ligue 1,21,2003,14.1,,,,,,,,,,,,,,,,,,,,,Matches
1043,Tiago Gouveia,pt POR,MF,Nice,fr Ligue 1,24,2001,5.9,,,,,,,,,,,,,,,,,,,,,Matches
1044,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34,1991,9.4,,,,,,,,,,,,,,,,,,,,,Matches
1045,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26,1999,34.0,,,,,,,,,,,,,,,,,,,,,Matches
1046,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32,1992,9.0,,,,,,,,,,,,,,,,,,,,,Matches
1047,Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30,1995,19.5,,,,,,,,,,,,,,,,,,,,,Matches
1048,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23,2002,33.2,,,,,,,,,,,,,,,,,,,,,Matches
1049,Archie Gray,eng ENG,"MF,DF",Tottenham,eng Premier League,19,2006,16.4,,,,,,,,,,,,,,,,,,,,,Matches
1050,Jack Grealish,eng ENG,MF,Everton,eng Premier League,29,1995,18.1,,,,,,,,,,,,,,,,,,,,,Matches
1051,Mason Greenwood,eng ENG,MF,Marseille,fr Ligue 1,23,2001,27.4,,,,,,,,,,,,,,,,,,,,,Matches
1052,Michael Gregoritsch,at AUT,FW,Augsburg,de Bundesliga,31,1994,10.1,,,,,,,,,,,,,,,,,,,,,Matches
1053,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28,1997,29.0,,,,,,,,,,,,,,,,,,,,,Matches
1054,Antoine Griezmann,fr FRA,FW,Atlético Madrid,es La Liga,34,1991,16.5,,,,,,,,,,,,,,,,,,,,,Matches
1055,Vincenzo Grifo,it ITA,MF,Freiburg,de Bundesliga,32,1993,19.0,,,,,,,,,,,,,,,,,,,,,Matches
1056,Álex Grimaldo,es ESP,MF,Leverkusen,de Bundesliga,29,1995,28.0,,,,,,,,,,,,,,,,,,,,,Matches
1057,Pascal Groß,de GER,MF,Dortmund,de Bundesliga,34,1991,6.8,,,,,,,,,,,,,,,,,,,,,Matches
1058,Pascal Groß,de GER,MF,Brighton,eng Premier League,34,1991,18.2,,,,,,,,,,,,,,,,,,,,,Matches
1059,Jacopo Grossi,it ITA,MF,Genoa,it Serie A,18,2006,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1060,Brajan Gruda,de GER,"MF,FW",RB Leipzig,de Bundesliga,21,2004,8.4,,,,,,,,,,,,,,,,,,,,,Matches
1061,Brajan Gruda,de GER,MF,Brighton,eng Premier League,21,2004,8.0,,,,,,,,,,,,,,,,,,,,,Matches
1062,Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25,2000,14.7,,,,,,,,,,,,,,,,,,,,,Matches
1063,Marco Grüll,at AUT,"MF,FW",Werder Bremen,de Bundesliga,27,1998,22.3,,,,,,,,,,,,,,,,,,,,,Matches
1064,Albert Grønbaek,dk DEN,MF,Hamburger SV,de Bundesliga,24,2001,5.5,,,,,,,,,,,,,,,,,,,,,Matches
1065,Albert Grønbaek,dk DEN,MF,Genoa,it Serie A,24,2001,1.1,,,,,,,,,,,,,,,,,,,,,Matches
1066,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,33,1991,26.1,,,,,,,,,,,,,,,,,,,,,Matches
1067,Gabriel Gudmundsson,se SWE,"DF,MF",Leeds United,eng Premier League,26,1999,29.2,,,,,,,,,,,,,,,,,,,,,Matches
1068,Gonçalo Guedes,pt POR,MF,Real Sociedad,es La Liga,28,1996,20.3,,,,,,,,,,,,,,,,,,,,,Matches
1069,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25,2000,20.0,,,,,,,,,,,,,,,,,,,,,Matches
1070,Marc Guéhi,eng ENG,DF,Manchester City,eng Premier League,25,2000,15.0,,,,,,,,,,,,,,,,,,,,,Matches
1071,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26,1999,15.9,,,,,,,,,,,,,,,,,,,,,Matches
1072,Javier Guerra,es ESP,"MF,FW",Valencia,es La Liga,22,2003,22.9,,,,,,,,,,,,,,,,,,,,,Matches
1073,Raphaël Guerreiro,pt POR,MF,Bayern Munich,de Bundesliga,31,1993,8.7,,,,,,,,,,,,,,,,,,,,,Matches
1074,Daniel Guerrero,es ESP,MF,Real Betis,es La Liga,20,2005,0.0,,,,,,,,,,,,,,,,,,,,,Matches
1075,Ismaël Guerti,fr FRA,FW,Metz,fr Ligue 1,21,2004,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1076,Evann Guessand,ci CIV,MF,Crystal Palace,eng Premier League,24,2001,3.7,,,,,,,,,,,,,,,,,,,,,Matches
1077,Evann Guessand,ci CIV,MF,Aston Villa,eng Premier League,24,2001,6.5,,,,,,,,,,,,,,,,,,,,,Matches
1078,Ander Guevara,es ESP,MF,Alavés,es La Liga,28,1997,7.3,,,,,,,,,,,,,,,,,,,,,Matches
1079,Idrissa Gueye,sn SEN,MF,Everton,eng Premier League,35,1989,23.3,,,,,,,,,,,,,,,,,,,,,Matches
1080,Idrissa Guèye,sn SEN,FW,Udinese,it Serie A,18,2006,4.7,,,,,,,,,,,,,,,,,,,,,Matches
1081,Idrissa Guèye,sn SEN,FW,Metz,fr Ligue 1,18,2006,1.5,,,,,,,,,,,,,,,,,,,,,Matches
1082,Pape Gueye,sn SEN,MF,Villarreal,es La Liga,26,1999,23.7,,,,,,,,,,,,,,,,,,,,,Matches
1083,Morgan Guilavogui,gn GUI,MF,Lens,fr Ligue 1,27,1998,5.5,,,,,,,,,,,,,,,,,,,,,Matches
1084,Frederic Guilbert,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1994,6.7,,,,,,,,,,,,,,,,,,,,,Matches
1085,Luis Guilherme,br BRA,FW,West Ham,eng Premier League,19,2006,1.4,,,,,,,,,,,,,,,,,,,,,Matches
1086,Bruno Guimarães,br BRA,MF,Newcastle,eng Premier League,27,1997,27.3,,,,,,,,,,,,,,,,,,,,,Matches
1087,Daouda Guindo,ml MLI,DF,Brest,fr Ligue 1,22,2002,18.7,,,,,,,,,,,,,,,,,,,,,Matches
1088,Bahereba Guirassy,fr FRA,"FW,MF",Nantes,fr Ligue 1,18,2006,9.1,,,,,,,,,,,,,,,,,,,,,Matches
1089,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29,1996,26.0,,,,,,,,,,,,,,,,,,,,,Matches
1090,Marc Guiu,es ESP,FW,Sunderland,eng Premier League,19,2006,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1091,Marc Guiu,es ESP,FW,Chelsea,eng Premier League,19,2006,2.9,,,,,,,,,,,,,,,,,,,,,Matches
1092,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35,1990,22.3,,,,,,,,,,,,,,,,,,,,,Matches
1093,Arda Güler,tr TUR,MF,Real Madrid,es La Liga,20,2005,22.4,,,,,,,,,,,,,,,,,,,,,Matches
1094,Gerard Gumbau,es ESP,MF,Rayo Vallecano,es La Liga,30,1994,13.1,,,,,,,,,,,,,,,,,,,,,Matches
1095,Angus Gunn,sct SCO,GK,Nottingham,eng Premier League,29,1996,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1096,Christian Günter,de GER,DF,Freiburg,de Bundesliga,32,1993,17.2,,,,,,,,,,,,,,,,,,,,,Matches
1097,Jon Guridi,es ESP,"MF,FW",Alavés,es La Liga,30,1995,13.8,,,,,,,,,,,,,,,,,,,,,Matches
1098,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,28,1996,26.3,,,,,,,,,,,,,,,,,,,,,Matches
1099,Malo Gusto,fr FRA,"DF,MF",Chelsea,eng Premier League,22,2003,25.1,,,,,,,,,,,,,,,,,,,,,Matches
1100,Linus Güther,de GER,MF,Union Berlin,de Bundesliga,15,2010,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1101,Miguel Gutiérrez,es ESP,"MF,DF",Napoli,it Serie A,24,2001,16.5,,,,,,,,,,,,,,,,,,,,,Matches
1102,Albert Guðmundsson,is ISL,"FW,MF",Fiorentina,it Serie A,28,1997,25.0,,,,,,,,,,,,,,,,,,,,,Matches
1103,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,23,2002,15.2,,,,,,,,,,,,,,,,,,,,,Matches
1104,Viktor Gyökeres,se SWE,FW,Arsenal,eng Premier League,27,1998,24.7,,,,,,,,,,,,,,,,,,,,,Matches
1105,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,25,2000,32.8,,,,,,,,,,,,,,,,,,,,,Matches
1106,Janik Haberer,de GER,MF,Union Berlin,de Bundesliga,31,1994,18.3,,,,,,,,,,,,,,,,,,,,,Matches
1107,Robin Hack,de GER,MF,Gladbach,de Bundesliga,26,1998,3.6,,,,,,,,,,,,,,,,,,,,,Matches
1108,Amadou Haidara,ml MLI,MF,Lens,fr Ligue 1,27,1998,2.9,,,,,,,,,,,,,,,,,,,,,Matches
1109,Albian Hajdari,xk KVX,DF,Hoffenheim,de Bundesliga,22,2003,27.0,,,,,,,,,,,,,,,,,,,,,Matches
1110,Achraf Hakimi,ma MAR,DF,PSG,fr Ligue 1,26,1998,15.3,,,,,,,,,,,,,,,,,,,,,Matches
