Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Matches
2139,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,25,1999,31.1,,,,,,,,,,,,,,,,,,,,,Matches
2140,Portu,es ESP,"FW,MF",Girona,es La Liga,33,1992,5.3,,,,,,,,,,,,,,,,,,,,,Matches
2141,Stefan Posch,at AUT,DF,Como,it Serie A,28,1997,4.4,,,,,,,,,,,,,,,,,,,,,Matches
2142,Stefan Posch,at AUT,DF,Mainz 05,de Bundesliga,28,1997,15.5,,,,,,,,,,,,,,,,,,,,,Matches
2143,Freddie Potts,eng ENG,MF,West Ham,eng Premier League,21,2003,13.0,,,,,,,,,,,,,,,,,,,,,Matches
2144,Kacper Potulski,pl POL,DF,Mainz 05,de Bundesliga,17,2007,11.8,,,,,,,,,,,,,,,,,,,,,Matches
2145,Yussuf Poulsen,dk DEN,FW,Hamburger SV,de Bundesliga,31,1994,3.7,,,,,,,,,,,,,,,,,,,,,Matches
2146,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,24,2001,0.9,,,,,,,,,,,,,,,,,,,,,Matches
2147,Alexander Prass,at AUT,MF,Hoffenheim,de Bundesliga,24,2001,14.5,,,,,,,,,,,,,,,,,,,,,Matches
2148,Matteo Prati,it ITA,MF,Torino,it Serie A,21,2003,6.8,,,,,,,,,,,,,,,,,,,,,Matches
2149,Matteo Prati,it ITA,MF,Cagliari,it Serie A,21,2003,14.1,,,,,,,,,,,,,,,,,,,,,Matches
2150,Abdón Prats,es ESP,FW,Mallorca,es La Liga,32,1992,1.6,,,,,,,,,,,,,,,,,,,,,Matches
2151,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,30,1995,19.5,,,,,,,,,,,,,,,,,,,,,Matches
2152,Ivan Provedel,it ITA,GK,Lazio,it Serie A,31,1994,27.0,,,,,,,,,,,,,,,,,,,,,Matches
2153,Adrian Przyborek,pl POL,MF,Lazio,it Serie A,18,2007,0.1,,,,,,,,,,,,,,,,,,,,,Matches
2154,Javi Puado,es ESP,"MF,FW",Espanyol,es La Liga,27,1998,7.5,,,,,,,,,,,,,,,,,,,,,Matches
2155,Marc Pubill,es ESP,DF,Atlético Madrid,es La Liga,22,2003,15.3,,,,,,,,,,,,,,,,,,,,,Matches
2156,Cameron Puertas,ch SUI,MF,Werder Bremen,de Bundesliga,26,1998,20.5,,,,,,,,,,,,,,,,,,,,,Matches
2157,Christian Pulisic,us USA,FW,Milan,it Serie A,26,1998,17.9,,,,,,,,,,,,,,,,,,,,,Matches
2158,Aleksa Puric,rs SRB,DF,Atlético Madrid,es La Liga,22,2003,0.5,,,,,,,,,,,,,,,,,,,,,Matches
2159,Arkadiusz Pyrka,pl POL,MF,St Pauli,de Bundesliga,22,2002,28.6,,,,,,,,,,,,,,,,,,,,,Matches
2160,Jarell Quansah,eng ENG,DF,Leverkusen,de Bundesliga,22,2003,25.5,,,,,,,,,,,,,,,,,,,,,Matches
2161,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,21,2003,30.1,,,,,,,,,,,,,,,,,,,,,Matches
2162,Kenny Quetant,fr FRA,FW,Le Havre,fr Ligue 1,19,2006,4.1,,,,,,,,,,,,,,,,,,,,,Matches
2163,Matheo Raab,de GER,GK,Union Berlin,de Bundesliga,26,1998,1.0,,,,,,,,,,,,,,,,,,,,,Matches
2164,Dani Raba,es ESP,FW,Valencia,es La Liga,29,1995,3.0,,,,,,,,,,,,,,,,,,,,,Matches
2165,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,30,1995,1.0,,,,,,,,,,,,,,,,,,,,,Matches
2166,Adrien Rabiot,fr FRA,MF,Milan,it Serie A,30,1995,28.3,,,,,,,,,,,,,,,,,,,,,Matches
2167,Uroš Radaković,rs SRB,DF,Nantes,fr Ligue 1,31,1994,1.1,,,,,,,,,,,,,,,,,,,,,Matches
2168,Ionuț Radu,ro ROU,GK,Celta Vigo,es La Liga,28,1997,38.0,,,,,,,,,,,,,,,,,,,,,Matches
2169,Ugo Raghouber,fr FRA,MF,Levante,es La Liga,22,2003,7.8,,,,,,,,,,,,,,,,,,,,,Matches
2170,Ugo Raghouber,fr FRA,MF,Lille,fr Ligue 1,22,2003,0.0,,,,,,,,,,,,,,,,,,,,,Matches
2171,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,33,1991,23.0,,,,,,,,,,,,,,,,,,,,,Matches
2172,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,29,1996,35.6,,,,,,,,,,,,,,,,,,,,,Matches
2173,Diant Ramaj,de GER,GK,Heidenheim,de Bundesliga,23,2001,31.0,,,,,,,,,,,,,,,,,,,,,Matches
2174,Largie Ramazani,be BEL,"MF,FW",Valencia,es La Liga,24,2001,13.7,,,,,,,,,,,,,,,,,,,,,Matches
2175,Jacobo Ramón,es ESP,DF,Como,it Serie A,20,2005,30.5,,,,,,,,,,,,,,,,,,,,,Matches
2176,Gonçalo Ramos,pt POR,FW,PSG,fr Ligue 1,24,2001,14.6,,,,,,,,,,,,,,,,,,,,,Matches
2177,Guilherme Ramos,pt POR,DF,Hamburger SV,de Bundesliga,27,1997,0.5,,,,,,,,,,,,,,,,,,,,,Matches
2178,Aaron Ramsdale,eng ENG,GK,Newcastle,eng Premier League,27,1998,11.2,,,,,,,,,,,,,,,,,,,,,Matches
2179,Jacob Ramsey,eng ENG,MF,Newcastle,eng Premier League,24,2001,16.1,,,,,,,,,,,,,,,,,,,,,Matches
2180,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,26,1999,27.3,,,,,,,,,,,,,,,,,,,,,Matches
2181,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,22,2003,1.3,,,,,,,,,,,,,,,,,,,,,Matches
2182,Lilian Raolisoa,fr FRA,"MF,DF",Angers,fr Ligue 1,25,2000,21.8,,,,,,,,,,,,,,,,,,,,,Matches
2183,Raphinha,br BRA,"MF,FW",Barcelona,es La Liga,28,1996,15.3,,,,,,,,,,,,,,,,,,,,,Matches
2184,Marcus Rashford,eng ENG,"MF,FW",Barcelona,es La Liga,27,1997,19.6,,,,,,,,,,,,,,,,,,,,,Matches
2185,Mathias Rasmussen,no NOR,MF,St Pauli,de Bundesliga,27,1997,7.7,,,,,,,,,,,,,,,,,,,,,Matches
2186,Giacomo Raspadori,it ITA,"MF,FW",Atalanta,it Serie A,25,2000,8.8,,,,,,,,,,,,,,,,,,,,,Matches
2187,Giacomo Raspadori,it ITA,FW,Atlético Madrid,es La Liga,25,2000,2.6,,,,,,,,,,,,,,,,,,,,,Matches
2188,Othniel Raterink,nl NED,DF,Cagliari,it Serie A,19,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
2189,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,27,1998,31.2,,,,,,,,,,,,,,,,,,,,,Matches
2190,Petar Ratkov,rs SRB,FW,Lazio,it Serie A,21,2003,2.6,,,,,,,,,,,,,,,,,,,,,Matches
2191,Raúl,es ESP,FW,Osasuna,es La Liga,24,2000,11.6,,,,,,,,,,,,,,,,,,,,,Matches
2192,David Raum,de GER,DF,RB Leipzig,de Bundesliga,27,1998,28.4,,,,,,,,,,,,,,,,,,,,,Matches
2193,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25,1999,16.3,,,,,,,,,,,,,,,,,,,,,Matches
2194,David Raya,es ESP,GK,Arsenal,eng Premier League,29,1995,37.0,,,,,,,,,,,,,,,,,,,,,Matches
2195,Rayan,br BRA,MF,Bournemouth,eng Premier League,18,2006,12.3,,,,,,,,,,,,,,,,,,,,,Matches
2196,Abde Rebbach,dz ALG,"MF,DF",Alavés,es La Liga,26,1998,16.6,,,,,,,,,,,,,,,,,,,,,Matches
2197,Federico Redondo,ar ARG,MF,Elche,es La Liga,22,2003,2.0,,,,,,,,,,,,,,,,,,,,,Matches
2198,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,30,1995,1.0,,,,,,,,,,,,,,,,,,,,,Matches
2199,Luca Reggiani,it ITA,DF,Dortmund,de Bundesliga,17,2008,5.7,,,,,,,,,,,,,,,,,,,,,Matches
2200,Alejandro Rego,es ESP,MF,Athletic Club,es La Liga,22,2003,14.2,,,,,,,,,,,,,,,,,,,,,Matches
2201,Tijjani Reijnders,nl NED,MF,Manchester City,eng Premier League,27,1998,18.1,,,,,,,,,,,,,,,,,,,,,Matches
2202,Alberto Reina,es ESP,MF,Oviedo,es La Liga,27,1997,27.4,,,,,,,,,,,,,,,,,,,,,Matches
2203,Vitor Reis,br BRA,DF,Girona,es La Liga,19,2006,34.9,,,,,,,,,,,,,,,,,,,,,Matches
2204,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,23,2002,29.2,,,,,,,,,,,,,,,,,,,,,Matches
2205,Nicolai Remberg,de GER,MF,Hamburger SV,de Bundesliga,25,2000,32.0,,,,,,,,,,,,,,,,,,,,,Matches
2206,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30,1995,37.0,,,,,,,,,,,,,,,,,,,,,Matches
2207,Devyne Rensch,nl NED,MF,Roma,it Serie A,22,2003,13.2,,,,,,,,,,,,,,,,,,,,,Matches
2208,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,20,2005,32.7,,,,,,,,,,,,,,,,,,,,,Matches
2209,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,27,1997,12.4,,,,,,,,,,,,,,,,,,,,,Matches
2210,Oriol Rey,es ESP,MF,Levante,es La Liga,27,1998,14.7,,,,,,,,,,,,,,,,,,,,,Matches
2211,Gio Reyna,us USA,MF,Gladbach,de Bundesliga,22,2002,5.8,,,,,,,,,,,,,,,,,,,,,Matches
2212,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,22,2003,6.1,,,,,,,,,,,,,,,,,,,,,Matches
2213,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25,1999,5.7,,,,,,,,,,,,,,,,,,,,,Matches
2214,Rodrigo Ribeiro,pt POR,FW,Augsburg,de Bundesliga,20,2005,7.1,,,,,,,,,,,,,,,,,,,,,Matches
2215,Samuele Ricci,it ITA,MF,Milan,it Serie A,23,2001,14.6,,,,,,,,,,,,,,,,,,,,,Matches
2216,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26,1999,34.4,,,,,,,,,,,,,,,,,,,,,Matches
2217,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,25,2000,31.4,,,,,,,,,,,,,,,,,,,,,Matches
2218,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,23,2002,0.5,,,,,,,,,,,,,,,,,,,,,Matches
2219,Richarlison,br BRA,"FW,MF",Tottenham,eng Premier League,28,1997,21.8,,,,,,,,,,,,,,,,,,,,,Matches
2220,Diego Rico,es ESP,DF,Getafe,es La Liga,32,1993,19.5,,,,,,,,,,,,,,,,,,,,,Matches
2221,Clemens Riedel,de GER,DF,Espanyol,es La Liga,22,2003,15.5,,,,,,,,,,,,,,,,,,,,,Matches
2222,Fabian Rieder,ch SUI,MF,Augsburg,de Bundesliga,23,2002,26.0,,,,,,,,,,,,,,,,,,,,,Matches
2223,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,23,2002,1.5,,,,,,,,,,,,,,,,,,,,,Matches
2224,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,24,2001,3.2,,,,,,,,,,,,,,,,,,,,,Matches
2225,Chris Rigg,eng ENG,MF,Sunderland,eng Premier League,18,2007,8.5,,,,,,,,,,,,,,,,,,,,,Matches
2226,Filippo Rinaldi,it ITA,GK,Parma,it Serie A,22,2002,1.0,,,,,,,,,,,,,,,,,,,,,Matches
2227,Hugo Rincón,es ESP,DF,Girona,es La Liga,22,2003,19.4,,,,,,,,,,,,,,,,,,,,,Matches
2228,Luis Rioja,es ESP,MF,Valencia,es La Liga,31,1993,29.2,,,,,,,,,,,,,,,,,,,,,Matches
2229,Rodrigo Riquelme,es ESP,MF,Real Betis,es La Liga,25,2000,9.1,,,,,,,,,,,,,,,,,,,,,Matches
2230,Robin Risser,fr FRA,GK,Lens,fr Ligue 1,20,2004,33.0,,,,,,,,,,,,,,,,,,,,,Matches
2231,Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,29,1995,2.8,,,,,,,,,,,,,,,,,,,,,Matches
2232,Lars Ritzka,de GER,"MF,DF",St Pauli,de Bundesliga,27,1998,10.7,,,,,,,,,,,,,,,,,,,,,Matches
2233,Sergi Roberto,es ESP,MF,Como,it Serie A,33,1992,6.0,,,,,,,,,,,,,,,,,,,,,Matches
2234,Patrick Roberts,eng ENG,"FW,MF",Sunderland,eng Premier League,28,1997,0.3,,,,,,,,,,,,,,,,,,,,,Matches
2235,Andy Robertson,sct SCO,DF,Liverpool,eng Premier League,31,1994,13.1,,,,,,,,,,,,,,,,,,,,,Matches
2236,Antonee Robinson,us USA,"DF,MF",Fulham,eng Premier League,27,1997,16.6,,,,,,,,,,,,,,,,,,,,,Matches
2237,Joel Roca,es ESP,"MF,FW",Girona,es La Liga,20,2005,16.4,,,,,,,,,,,,,,,,,,,,,Matches
2238,Marc Roca,es ESP,MF,Real Betis,es La Liga,28,1996,22.5,,,,,,,,,,,,,,,,,,,,,Matches
2239,Ryan Rodin,fr FRA,MF,Auxerre,fr Ligue 1,19,2006,0.3,,,,,,,,,,,,,,,,,,,,,Matches
2240,Kaden Rodney,eng ENG,"DF,MF",Crystal Palace,eng Premier League,20,2004,0.0,,,,,,,,,,,,,,,,,,,,,Matches
2241,Joe Rodon,wls WAL,DF,Leeds United,eng Premier League,27,1997,32.8,,,,,,,,,,,,,,,,,,,,,Matches
2242,Rodri,es ESP,MF,Manchester City,eng Premier League,29,1996,16.8,,,,,,,,,,,,,,,,,,,,,Matches
2243,Álvaro Rodríguez,uy URU,FW,Elche,es La Liga,21,2004,24.5,,,,,,,,,,,,,,,,,,,,,Matches
2244,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,22,2003,1.7,,,,,,,,,,,,,,,,,,,,,Matches
2245,Dani Rodríguez,es ESP,"FW,MF",Mallorca,es La Liga,37,1988,0.8,,,,,,,,,,,,,,,,,,,,,Matches
2246,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,31,1994,2.0,,,,,,,,,,,,,,,,,,,,,Matches
2247,Guido Rodríguez,ar ARG,MF,Valencia,es La Liga,31,1994,14.5,,,,,,,,,,,,,,,,,,,,,Matches
2248,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,22,2003,28.4,,,,,,,,,,,,,,,,,,,,,Matches
2249,Jesus Rodríguez,es ESP,MF,Como,it Serie A,19,2005,19.2,,,,,,,,,,,,,,,,,,,,,Matches
2250,Juan Rodríguez,uy URU,DF,Cagliari,it Serie A,20,2005,14.6,,,,,,,,,,,,,,,,,,,,,Matches
2251,Ricardo Rodríguez,ch SUI,DF,Real Betis,es La Liga,32,1992,17.2,,,,,,,,,,,,,,,,,,,,,Matches
2252,Rodrygo,br BRA,"MF,FW",Real Madrid,es La Liga,24,2001,7.6,,,,,,,,,,,,,,,,,,,,,Matches
2253,Robin Roefs,nl NED,GK,Sunderland,eng Premier League,22,2003,35.0,,,,,,,,,,,,,,,,,,,,,Matches
2254,Morgan Rogers,eng ENG,MF,Aston Villa,eng Premier League,23,2002,36.4,,,,,,,,,,,,,,,,,,,,,Matches
2255,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,23,2002,0.7,,,,,,,,,,,,,,,,,,,,,Matches
2256,Merlin Röhl,de GER,MF,Everton,eng Premier League,23,2002,7.6,,,,,,,,,,,,,,,,,,,,,Matches
2257,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,28,1997,3.5,,,,,,,,,,,,,,,,,,,,,Matches
2258,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30,1995,29.6,,,,,,,,,,,,,,,,,,,,,Matches
2259,Leo Román,es ESP,GK,Mallorca,es La Liga,25,2000,33.0,,,,,,,,,,,,,,,,,,,,,Matches
2260,Miguel Román,es ESP,MF,Celta Vigo,es La Liga,22,2002,14.6,,,,,,,,,,,,,,,,,,,,,Matches
2261,Alessandro Romano,ch SUI,MF,Roma,it Serie A,19,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
2262,Carlos Romero,es ESP,DF,Espanyol,es La Liga,23,2001,35.5,,,,,,,,,,,,,,,,,,,,,Matches
2263,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,27,1998,20.8,,,,,,,,,,,,,,,,,,,,,Matches
2264,Isaac Romero,es ESP,"FW,MF",Sevilla,es La Liga,25,2000,16.5,,,,,,,,,,,,,,,,,,,,,Matches
2265,Iván Romero,es ESP,"FW,MF",Levante,es La Liga,24,2001,25.1,,,,,,,,,,,,,,,,,,,,,Matches
2266,Zaid Romero,ar ARG,DF,Getafe,es La Liga,25,1999,15.0,,,,,,,,,,,,,,,,,,,,,Matches
2267,Rômulo,br BRA,FW,RB Leipzig,de Bundesliga,23,2002,24.3,,,,,,,,,,,,,,,,,,,,,Matches
2268,Salomón Rondón,ve VEN,FW,Oviedo,es La Liga,35,1989,11.5,,,,,,,,,,,,,,,,,,,,,Matches
2269,Valentin Rongier,fr FRA,MF,Rennes,fr Ligue 1,30,1994,30.5,,,,,,,,,,,,,,,,,,,,,Matches
2270,Marten de Roon,nl NED,MF,Atalanta,it Serie A,34,1991,29.9,,,,,,,,,,,,,,,,,,,,,Matches
2271,Pablo Rosario,do DOM,"DF,MF",Nice,fr Ligue 1,28,1997,0.3,,,,,,,,,,,,,,,,,,,,,Matches
2272,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,22,2003,5.5,,,,,,,,,,,,,,,,,,,,,Matches
2273,Lucas Rosier,fr FRA,FW,Rennes,fr Ligue 1,18,2007,0.0,,,,,,,,,,,,,,,,,,,,,Matches
2274,Valentin Rosier,fr FRA,"DF,MF",Osasuna,es La Liga,28,1996,28.3,,,,,,,,,,,,,,,,,,,,,Matches
2275,Tom Rothe,de GER,"MF,DF",Union Berlin,de Bundesliga,20,2004,11.4,,,,,,,,,,,,,,,,,,,,,Matches
2276,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,24,2001,19.2,,,,,,,,,,,,,,,,,,,,,Matches
2277,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23,2001,5.7,,,,,,,,,,,,,,,,,,,,,Matches
2278,Jonathan Rowe,eng ENG,"MF,FW",Bologna,it Serie A,22,2003,17.8,,,,,,,,,,,,,,,,,,,,,Matches
2279,Jonathan Rowe,eng ENG,FW,Marseille,fr Ligue 1,22,2003,0.7,,,,,,,,,,,,,,,,,,,,,Matches
2280,James Rowswell,eng ENG,DF,Tottenham,eng Premier League,19,2006,0.0,,,,,,,,,,,,,,,,,,,,,Matches
2281,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31,1994,19.9,,,,,,,,,,,,,,,,,,,,,Matches
2282,Rubén,es ESP,"DF,MF",Espanyol,es La Liga,24,2001,9.0,,,,,,,,,,,,,,,,,,,,,Matches
2283,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32,1993,16.6,,,,,,,,,,,,,,,,,,,,,Matches
2284,Javi Rueda,es ESP,MF,Celta Vigo,es La Liga,23,2002,15.6,,,,,,,,,,,,,,,,,,,,,Matches
2285,Daniele Rugani,it ITA,DF,Fiorentina,it Serie A,31,1994,3.6,,,,,,,,,,,,,,,,,,,,,Matches
2286,Daniele Rugani,it ITA,DF,Juventus,it Serie A,31,1994,2.8,,,,,,,,,,,,,,,,,,,,,Matches
2287,Matteo Ruggeri,it ITA,DF,Atlético Madrid,es La Liga,23,2002,19.7,,,,,,,,,,,,,,,,,,,,,Matches
2288,Aitor Ruibal,es ESP,"DF,MF",Real Betis,es La Liga,29,1996,20.1,,,,,,,,,,,,,,,,,,,,,Matches
2289,Abel Ruiz,es ESP,FW,Girona,es La Liga,25,2000,2.1,,,,,,,,,,,,,,,,,,,,,Matches
2290,Fabián Ruiz Peña,es ESP,MF,PSG,fr Ligue 1,29,1996,12.6,,,,,,,,,,,,,,,,,,,,,Matches
2291,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33,1992,29.0,,,,,,,,,,,,,,,,,,,,,Matches
2292,Iñaki Rupérez,es ESP,DF,Real Sociedad,es La Liga,22,2003,0.0,,,,,,,,,,,,,,,,,,,,,Matches
2293,Jacen Russell-Rowe,ca CAN,FW,Toulouse,fr Ligue 1,22,2002,5.2,,,,,,,,,,,,,,,,,,,,,Matches
2294,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,23,2002,19.8,,,,,,,,,,,,,,,,,,,,,Matches
2295,Mathew Ryan,au AUS,GK,Levante,es La Liga,33,1992,36.0,,,,,,,,,,,,,,,,,,,,,Matches
2296,Julian Ryerson,no NOR,MF,Dortmund,de Bundesliga,27,1997,25.2,,,,,,,,,,,,,,,,,,,,,Matches
2297,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32,1992,29.3,,,,,,,,,,,,,,,,,,,,,Matches
2298,Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,de Bundesliga,18,2007,3.6,,,,,,,,,,,,,,,,,,,,,Matches
2299,José Sá,pt POR,GK,Wolves,eng Premier League,32,1993,23.0,,,,,,,,,,,,,,,,,,,,,Matches
2300,Elias Saad,tn TUN,"MF,FW",Augsburg,de Bundesliga,25,1999,5.5,,,,,,,,,,,,,,,,,,,,,Matches
2301,Idrissa Sabaly,fr FRA,MF,Strasbourg,fr Ligue 1,17,2007,0.6,,,,,,,,,,,,,,,,,,,,,Matches
2302,Stefano Sabelli,it ITA,"MF,DF",Genoa,it Serie A,32,1993,10.1,,,,,,,,,,,,,,,,,,,,,Matches
2303,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,it Serie A,28,1996,0.3,,,,,,,,,,,,,,,,,,,,,Matches
2304,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31,1994,20.2,,,,,,,,,,,,,,,,,,,,,Matches
2305,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20,2004,32.1,,,,,,,,,,,,,,,,,,,,,Matches
2306,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,28,1997,10.1,,,,,,,,,,,,,,,,,,,,,Matches
2307,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28,1997,1.7,,,,,,,,,,,,,,,,,,,,,Matches
2308,Alexis Saelemaekers,be BEL,MF,Milan,it Serie A,26,1999,31.0,,,,,,,,,,,,,,,,,,,,,Matches
2309,Matvei Safonov,ru RUS,GK,PSG,fr Ligue 1,26,1999,15.0,,,,,,,,,,,,,,,,,,,,,Matches
2310,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,26,1998,1.3,,,,,,,,,,,,,,,,,,,,,Matches
2311,Osame Sahraoui,ma MAR,MF,Lille,fr Ligue 1,24,2001,5.6,,,,,,,,,,,,,,,,,,,,,Matches
2312,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30,1995,22.1,,,,,,,,,,,,,,,,,,,,,Matches
2313,Allan Saint-Maximin,fr FRA,MF,Lens,fr Ligue 1,28,1997,4.6,,,,,,,,,,,,,,,,,,,,,Matches
2314,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23,2001,24.7,,,,,,,,,,,,,,,,,,,,,Matches
2315,Mathis Saka,fr FRA,FW,Toulouse,fr Ligue 1,18,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
2316,Álex Sala,es ESP,MF,Lecce,it Serie A,24,2001,1.9,,,,,,,,,,,,,,,,,,,,,Matches
2317,Ibrahim Salah,ma MAR,MF,Rennes,fr Ligue 1,23,2001,0.4,,,,,,,,,,,,,,,,,,,,,Matches
2318,Mohamed Salah,eg EGY,MF,Liverpool,eng Premier League,33,1992,23.8,,,,,,,,,,,,,,,,,,,,,Matches
2319,Jan Salas,es ESP,MF,Mallorca,es La Liga,19,2005,0.2,,,,,,,,,,,,,,,,,,,,,Matches
2320,Kike Salas,es ESP,DF,Sevilla,es La Liga,23,2002,24.5,,,,,,,,,,,,,,,,,,,,,Matches
2321,Manolis Saliakas,gr GRE,MF,St Pauli,de Bundesliga,28,1996,12.3,,,,,,,,,,,,,,,,,,,,,Matches
2322,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24,2001,29.0,,,,,,,,,,,,,,,,,,,,,Matches
2323,José Salinas,es ESP,DF,Espanyol,es La Liga,24,2000,2.9,,,,,,,,,,,,,,,,,,,,,Matches
2324,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26,1999,12.0,,,,,,,,,,,,,,,,,,,,,Matches
2325,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23,2002,11.4,,,,,,,,,,,,,,,,,,,,,Matches
2326,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32,1992,17.1,,,,,,,,,,,,,,,,,,,,,Matches
2327,Mama Samba Baldé,gw GNB,"FW,MF",Brest,fr Ligue 1,29,1995,8.0,,,,,,,,,,,,,,,,,,,,,Matches
2328,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31,1994,32.0,,,,,,,,,,,,,,,,,,,,,Matches
2329,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,25,1999,19.0,,,,,,,,,,,,,,,,,,,,,Matches
2330,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29,1996,10.5,,,,,,,,,,,,,,,,,,,,,Matches
2331,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25,2000,19.9,,,,,,,,,,,,,,,,,,,,,Matches
2332,Álex Sánchez,es ESP,FW,Elche,es La Liga,19,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
2333,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,36,1988,14.5,,,,,,,,,,,,,,,,,,,,,Matches
2334,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28,1997,11.9,,,,,,,,,,,,,,,,,,,,,Matches
2335,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21,2003,22.1,,,,,,,,,,,,,,,,,,,,,Matches
2336,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29,1996,0.2,,,,,,,,,,,,,,,,,,,,,Matches
2337,Manu Sánchez,es ESP,DF,Levante,es La Liga,24,2000,31.3,,,,,,,,,,,,,,,,,,,,,Matches
2338,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27,1997,33.8,,,,,,,,,,,,,,,,,,,,,Matches
2339,Selton Sánchez,es ESP,MF,Athletic Club,es La Liga,18,2007,2.2,,,,,,,,,,,,,,,,,,,,,Matches
2340,Jadon Sancho,eng ENG,MF,Aston Villa,eng Premier League,25,2000,9.7,,,,,,,,,,,,,,,,,,,,,Matches
2341,Álex Sancris,es ESP,"MF,FW",Getafe,es La Liga,28,1997,7.9,,,,,,,,,,,,,,,,,,,,,Matches
2342,Philipp Sander,de GER,"DF,MF",Gladbach,de Bundesliga,27,1998,27.2,,,,,,,,,,,,,,,,,,,,,Matches
2343,James Sands,us USA,MF,St Pauli,de Bundesliga,25,2000,21.5,,,,,,,,,,,,,,,,,,,,,Matches
2344,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20,2005,6.0,,,,,,,,,,,,,,,,,,,,,Matches
